gene_symbol	g2p_row_count	actionable_row_count	highest_curation_priority	worst_row_status	primary_curation_action	top_curation_note	direct_dismech_match_count	g2p_mondo_collision_count	direct_section_pmid_overlap_count	direct_section_pmid_missing_count	root_match_count	root_match_pmid_gap_count	split_across_dismech_count	embedded_not_rooted_count	underrepresented_in_dismech_count	no_dismech_match_count
LAMA3	1	1	HIGH	SPLIT_ACROSS_DISMECH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.	2	0	0	4	0	0	1	0	0	0
LAMB3	1	1	HIGH	SPLIT_ACROSS_DISMECH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.	2	0	0	4	0	0	1	0	0	0
LAMC2	1	1	HIGH	SPLIT_ACROSS_DISMECH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.	2	0	0	2	0	0	1	0	0	0
MKS1	1	1	HIGH	SPLIT_ACROSS_DISMECH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Joubert syndrome, Meckel Syndrome.	2	0	0	2	0	0	1	0	0	0
PIK3CA	1	1	HIGH	SPLIT_ACROSS_DISMECH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: CLOVES Syndrome, Cowden Syndrome.	2	0	3	36	0	0	1	0	0	0
COL2A1	6	6	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	47	0	0	0	6	0	0
KCNQ1	5	5	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	21	0	0	0	5	0	0
RET	5	5	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	15	0	0	0	5	0	0
COL1A1	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	44	0	0	0	4	0	0
FBN1	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	101	0	0	0	4	0	0
KCNJ2	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	20	0	0	0	4	0	0
LZTR1	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	17	0	0	0	4	0	0
NKX2-5	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	4	0	0
SCN5A	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	41	0	0	0	4	0	0
SOX10	4	4	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	16	0	0	0	4	0	0
ATP7A	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	15	0	0	0	3	0	0
BRAF	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	3	0	0
CACNA1C	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	13	0	0	0	3	0	0
GNAS	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	30	0	0	0	3	0	0
LRP5	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	15	0	0	0	3	0	0
MED12	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	20	0	0	0	3	0	0
MLH1	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	27	0	0	0	3	0	0
MYBPC3	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	21	0	0	0	3	0	0
NLRP3	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under CINCA_Syndrome.yaml rather than rooted directly.	1	0	1	3	0	1	0	2	0	0
PEX6	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	3	0	0
PITX2	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	7	0	0	0	3	0	0
POMGNT1	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	10	0	0	0	3	0	0
PTEN	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Cowden_Syndrome.yaml rather than rooted directly.	2	1	0	21	0	1	0	2	0	0
SCN1B	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	17	0	0	0	3	0	0
SDHD	3	3	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	13	0	0	0	3	0	0
ACTA2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	2	0	0
ACTC1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	11	0	0	0	2	0	0
ALPK3	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	2	0	0
APC	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	31	0	0	0	2	0	0
AR	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	16	0	0	0	2	0	0
BAP1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	9	0	0	0	2	0	0
BBS2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	2	0	0
BRCA1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	19	0	0	0	2	0	0
BRCA2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	15	0	0	0	2	0	0
CDH1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
CTNNB1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	9	0	0	0	2	0	0
DAG1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	4	0	0	0	2	0	0
DDX3X	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	13	0	0	0	2	0	0
EDNRB	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	16	0	0	0	2	0	0
EGFR	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
EPCAM	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	2	0	0
ERCC4	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	2	0	0
FAS	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	2	0	0
FKTN	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	10	0	0	0	2	0	0
GAA	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	30	0	0	0	2	0	0
GDF5	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	16	0	0	0	2	0	0
GRIN1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	19	0	0	0	2	0	0
GRIN2A	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
HRAS	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	10	0	0	0	2	0	0
IFIH1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	18	0	0	0	2	0	0
KCNH1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	2	0	0
KCNJ11	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
KCNQ2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epilepsy.yaml rather than rooted directly.	1	0	1	49	0	0	0	2	0	0
KIT	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	2	0	0
KRAS	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	2	0	0
MSH2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	16	0	0	0	2	0	0
MSH6	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	2	0	0
MYH3	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	2	0	0
NAA10	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	2	0	0
NEK8	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
NEXMIF	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	13	0	0	0	2	0	0
NLRP1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
NOTCH1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	2	0	0
NPHP1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
NPHP4	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	2	0	0
PALB2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
PEX1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	2	0	0
PEX10	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
PEX12	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
PEX13	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
PEX2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
PEX26	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	2	0	0
PEX5	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
PEX7	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	2	0	0
PHOX2B	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	2	0	0
PLEC	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epidermolysis_Bullosa_Simplex.yaml rather than rooted directly.	1	0	0	4	0	1	0	1	0	0
PLP1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Pelizaeus_Merzbacher_Disease.yaml rather than rooted directly.	1	0	0	22	0	1	0	1	0	0
PMS2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	7	0	0	0	2	0	0
PPARG	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
PTCH1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Gorlin_Syndrome.yaml rather than rooted directly.	2	0	0	6	0	1	0	1	0	0
PTPN11	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	70	0	0	0	2	0	0
RAD51C	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
RPGR	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under RPGR-Related_Retinopathy.yaml rather than rooted directly.	1	0	0	14	0	0	0	2	0	0
SETD2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
SHOX	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	9	0	0	0	2	0	0
SMO	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	2	0	0
STK11	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	2	0	0
TBX4	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	2	0	0
TERT	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	1	0	11	0	0	0	2	0	0
TGFBR1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	2	0	0
TNNT2	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	19	0	0	0	2	0	0
TRPV3	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
TSHR	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	2	0	0
VHL	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	2	0	0
WNT4	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	2	0	0
WT1	2	2	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	2	0	0
TRPV4	2	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Metatropic_Dysplasia.yaml rather than rooted directly.	1	0	2	2	1	0	0	1	0	0
ABCA4	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Stargardt_Disease.yaml rather than rooted directly.	1	0	1	14	0	0	0	1	0	0
ACADVL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	7	0	0	0	1	0	0
ACAT1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	1	0	0
ACVRL1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
ADAMTS2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
AGL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	1	0	0
AIRE	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
ALK	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
ALMS1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Diabetes_Mellitus.yaml rather than rooted directly.	1	0	0	46	0	0	0	1	0	0
ALPL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
AMER1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
AMT	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
APOB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
ARG1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
ARID2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Coffin_Siris_Syndrome.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
ASL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
ASS1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	1	0	0
ASXL1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	1	0	0
ATR	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
ATRX	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	13	0	0	0	1	0	0
AXIN1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
B3GALNT2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
BBS1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	7	0	0	0	1	0	0
BCL11A	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
BRIP1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
C1R	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
C1S	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
CACNA1A	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under CACNA1A_Related_Disorder.yaml rather than rooted directly.	2	0	0	7	0	0	0	1	0	0
CAV1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
