disorder	mondo_id	n_dismech	n_kg	exact	more_specific	more_general	unmatched	semantic_overlap	unmatched_terms
Primary_Polyarteritis_Nodosa	MONDO:0018593	11	0	0	0	0	11	0	HP:0000707(Abnormality of the nervous system);HP:0000822(Hypertension);HP:0000951(Abnormality of the skin);HP:0001824(Weight loss);HP:0001945(Fever);HP:0002617(Vascular dilatation);HP:0002633(Vasculitis);HP:0003326(Myalgia);HP:0009830(Peripheral neuropathy);HP:0011024(Abnormality of the gastrointestinal tract);HP:0200029(Vasculitis in the skin)
Primary_Progressive_Aphasia	MONDO:0019806	2	61	2	0	0	0	2	
Primary_Progressive_Apraxia_of_Speech	MONDO:0017803	5	0	0	0	0	5	0	HP:0001260(Dysarthria);HP:0002015(Dysphagia);HP:0002071(Abnormality of extrapyramidal motor function);HP:0002381(Aphasia);HP:0011098(Speech apraxia)
Primary_Sclerosing_Cholangitis	MONDO:0013433	4	59	4	0	0	0	4	
Primary_Tonsillar_Lymphoma	MONDO:0044884	7	0	0	0	0	7	0	HP:0001824(Weight loss);HP:0001945(Fever);HP:0002015(Dysphagia);HP:0002716(Lymphadenopathy);HP:0030166(Night sweats);HP:0030812(Enlarged tonsils);HP:0033050(Pharyngalgia)
Primary_Triglyceride_Deposit_Cardiomyovasculopathy	MONDO:0035423	5	29	2	1	2	0	5	
Primrose_Syndrome	MONDO:0009798	24	101	15	2	4	3	21	HP:0000098(Tall stature);HP:0002007(Frontal bossing);HP:0010788(Testicular neoplasm)
Progressive_Bulbar_Palsy	MONDO:0008890	7	8	1	0	0	6	1	HP:0001260(Dysarthria);HP:0001308(Tongue fasciculations);HP:0001618(Dysphonia);HP:0002193(Pseudobulbar affect);HP:0002307(Drooling);HP:0012473(Tongue atrophy)
Progressive_Familial_Heart_Block	MONDO:0019490	5	21	4	0	0	1	4	HP:0006677(Prolonged QRS complex)
Progressive_Muscular_Atrophy	MONDO:0018687	7	1	0	0	0	7	0	HP:0001284(Areflexia);HP:0001324(Muscle weakness);HP:0002015(Dysphagia);HP:0002380(Fasciculations);HP:0003202(Skeletal muscle atrophy);HP:0003445(EMG: neuropathic changes);HP:0007373(Motor neuron atrophy)
Progressive_Myoclonus_Epilepsy	MONDO:0020074	6	175	6	0	0	0	6	
Progressive_Supranuclear_Palsy	MONDO:0019037	15	112	13	0	0	2	13	HP:0002019(Constipation);HP:0033051(Impaired executive functioning)
Propionic_Acidemia	MONDO:0011628	17	40	9	1	0	7	10	HP:0000365(Hearing impairment);HP:0000648(Optic atrophy);HP:0000717(Autism);HP:0001657(Prolonged QT interval);HP:0003201(Rhabdomyolysis);HP:0012128(Basal ganglia necrosis);HP:0012622(Chronic kidney disease)
Prostate_Adenocarcinoma	MONDO:0005082	3	0	0	0	0	3	0	HP:0000790(Hematuria);HP:0002653(Bone pain);HP:0012378(Fatigue)
Proteasome_Associated_Autoinflammatory_Syndrome	MONDO:0009726	7	137	4	1	1	1	6	HP:0009710(Chilblains)
Proteus_syndrome	MONDO:0008318	25	132	15	4	1	5	20	HP:0000505(Visual impairment);HP:0000639(Nystagmus);HP:0002206(Pulmonary fibrosis);HP:0012426(Optic disc drusen);HP:0012531(Pain)
Prune_Belly_Syndrome	MONDO:0007032	17	39	7	4	4	2	15	HP:0000110(Renal dysplasia);HP:0001622(Premature birth)
Prurigo_Nodularis	MONDO:0026045	2	0	0	0	0	2	0	HP:0000989(Pruritus);HP:0200036(Skin nodule)
Pseudohypoparathyroidism	MONDO:0019992	14	87	11	0	0	3	11	HP:0001263(Global developmental delay);HP:0001281(Tetany);HP:0007099(Chiari type I malformation)
Pseudopseudohypoparathyroidism	MONDO:0012912	13	29	13	0	0	0	13	
Pseudoxanthoma_Elasticum	MONDO:0100091	11	67	8	2	0	1	10	HP:0001658(Myocardial infarction)
Psittacosis	MONDO:0005888	4	1	1	0	0	3	1	HP:0001945(Fever);HP:0002094(Dyspnea);HP:0012735(Cough)
Psoriasis	MONDO:0005083	16	39	10	0	0	6	10	HP:0000716(Depression);HP:0000989(Pruritus);HP:0031090(Finger dactylitis);HP:0100686(Enthesitis);HP:6000724(Auspitz sign);HP:6000933(Koebner Phenomenon)
Psoriasis_14_Pustular	MONDO:0013626	6	15	4	0	0	2	4	HP:0033605(Pustular rash);HP:0040189(Scaling skin)
Psoriatic_Arthritis	MONDO:0011849	8	29	6	0	0	2	6	HP:0008404(Nail dystrophy);HP:0033631(Spondylitis)
Pulmonary_Hemosiderosis	MONDO:0008346	29	34	29	0	0	0	29	
Pulmonary_Veno_Occlusive_Disease_And_Or_Pulmonary_Capillary_Haemangiomatosis	MONDO:0018554	8	0	0	0	0	8	0	HP:0001708(Right ventricular failure);HP:0002092(Pulmonary arterial hypertension);HP:0002094(Dyspnea);HP:0012418(Hypoxemia);HP:0030879(Interlobular septal thickening);HP:0045051(Decreased DLCO);HP:0100598(Pulmonary edema);HP:0100721(Mediastinal lymphadenopathy)
Pulmonary_hypertension	MONDO:0005149	10	188	10	0	0	0	10	
Punctate_Palmoplantar_Keratoderma	MONDO:0017675	3	40	2	1	0	0	3	
Pycnodysostosis	MONDO:0009940	21	74	17	4	0	0	21	
Pyridoxine-Dependent_Epilepsy	MONDO:0020741	8	16	3	0	0	5	3	HP:0000717(Autism);HP:0002079(Hypoplasia of the corpus callosum);HP:0002119(Ventriculomegaly);HP:0012469(Infantile spasms);HP:0032807(Neonatal seizure)
Pyruvate_Carboxylase_Deficiency_Disease	MONDO:0009949	12	77	9	1	1	1	11	HP:0001298(Encephalopathy)
Pyruvate_Dehydrogenase_Deficiency	MONDO:0019169	55	208	55	0	0	0	55	
Pyruvate_Kinase_Deficiency	MONDO:0009950	8	26	7	0	1	0	8	
Q_Fever	MONDO:0019186	5	64	3	2	0	0	5	
RAB33B-Related_Smith-McCort_Dysplasia_2	MONDO:0014087	2	27	1	0	0	1	1	HP:0002652(Skeletal dysplasia)
RET_Fusion_Thyroid_Cancer	MONDO:0005075	3	3	0	0	1	2	1	HP:0002716(Lymphadenopathy);HP:0012378(Fatigue)
RET_Rearranged_NSCLC	MONDO:0005061	3	0	0	0	0	3	0	HP:0004375(Neoplasm of the nervous system);HP:0030078(Lung adenocarcinoma);HP:0100526(Neoplasm of the lung)
RHO-Related_Retinopathy	MONDO:0700380	6	13	5	1	0	0	6	
RNU12-related_Minor_Spliceopathy	MONDO:1060223	7	69	0	2	5	0	7	
ROS1_Rearranged_NSCLC	MONDO:0005061	5	0	0	0	0	5	0	HP:0002094(Dyspnea);HP:0002202(Pleural effusion);HP:0004375(Neoplasm of the nervous system);HP:0012735(Cough);HP:0030078(Lung adenocarcinoma)
RPE65-Related_Retinopathy	MONDO:0100368	6	19	4	1	1	0	6	
RPGR-Related_Retinopathy	MONDO:0100437	11	17	10	0	0	1	10	HP:0000550(Undetectable electroretinogram)
RYR2_CPVT	MONDO:0017990	9	32	9	0	0	0	9	
Rabies	MONDO:0019173	1	22	0	0	0	1	0	HP:0002383(Infectious encephalitis)
Rasmussen_Encephalitis	MONDO:0016019	5	48	3	0	1	1	4	HP:0002448(Progressive encephalopathy)
Raynaud_Disease	MONDO:0008364	5	2	1	0	0	4	1	HP:0001063(Acrocyanosis);HP:0003401(Paresthesia);HP:0031917(Digital ulcer);HP:0033402(Digital ischemia)
ReNU_Syndrome	MONDO:0971172	25	209	19	0	2	4	21	HP:0000772(Abnormal rib morphology);HP:0000938(Osteopenia);HP:0001385(Hip dysplasia);HP:0002757(Recurrent fractures)
Reelin_Pathway_Lissencephaly	MONDO:0019450	7	0	0	0	0	7	0	HP:0001249(Intellectual disability);HP:0001251(Ataxia);HP:0001302(Pachygyria);HP:0001321(Cerebellar hypoplasia);HP:0001339(Lissencephaly);HP:0012110(Hypoplasia of the pons);HP:0025100(Abnormal hippocampus morphology)
Refeeding_Syndrome	MONDO:0400005	7	0	0	0	0	7	0	HP:0000969(Edema);HP:0001250(Seizure);HP:0001635(Congestive heart failure);HP:0001876(Pancytopenia);HP:0002093(Respiratory insufficiency);HP:0011675(Arrhythmia);HP:0031258(Delirium)
Relapsing_Polychondritis	MONDO:0019125	15	53	7	0	2	6	9	HP:0000939(Osteoporosis);HP:0001659(Aortic regurgitation);HP:0002647(Aortic dissection);HP:0005280(Depressed nasal bridge);HP:0033434(Nasal septum perforation);HP:6001461(Aortitis)
Renal_Agenesis	MONDO:0018470	6	44	6	0	0	0	6	
Renal_Artery_Obstruction	MONDO:0006945	10	0	0	0	0	10	0	HP:0000083(Renal insufficiency);HP:0000790(Hematuria);HP:0001635(Congestive heart failure);HP:0001919(Acute kidney injury);HP:0001920(Renal artery stenosis);HP:0001945(Fever);HP:0012622(Chronic kidney disease);HP:0030157(Flank pain);HP:0100598(Pulmonary edema);HP:0100817(Renovascular hypertension)
Renal_Cell_Carcinoma	MONDO:0005086	2	49	0	1	0	1	1	HP:0030157(Flank pain)
Renal_Tubular_Acidosis_Distal_4_with_Hemolytic_Anemia	MONDO:0012700	12	16	7	0	1	4	8	HP:0000952(Jaundice);HP:0004444(Spherocytosis);HP:0004445(Elliptocytosis);HP:0011423(Hyperchloremia)
Renpenning_syndrome	MONDO:0010653	11	92	7	0	2	2	9	HP:0000717(Autism);HP:0002282(Gray matter heterotopia)
Respiratory_Syncytial_Virus_Infection	MONDO:0001577	7	0	0	0	0	7	0	HP:0001945(Fever);HP:0002094(Dyspnea);HP:0002104(Apnea);HP:0002789(Tachypnea);HP:0012418(Hypoxemia);HP:0012735(Cough);HP:0030828(Wheezing)
Retinal_Arterial_Tortuosity	MONDO:0008373	4	4	3	0	0	1	3	HP:0000603(Central scotoma)
Retinoblastoma	MONDO:0008380	6	29	3	0	2	1	5	HP:0200026(Ocular pain)
Retinopathy_of_Prematurity	MONDO:0006952	5	15	2	1	2	0	5	
Retrograde_Cricopharyngeus_Dysfunction	MONDO:0100099	4	0	0	0	0	4	0	HP:0002018(Nausea);HP:0003270(Abdominal distention);HP:0025031(Abnormality of the digestive system);HP:0100749(Chest pain)
Rett_Syndrome	MONDO:0010726	14	55	13	0	1	0	14	
Reversible_Infantile_Cytochrome_c_Oxidase_Deficiency	MONDO:0957524	6	0	0	0	0	6	0	HP:0001252(Hypotonia);HP:0002134(Abnormal basal ganglia morphology);HP:0002747(Respiratory insufficiency due to muscle weakness);HP:0003128(Lactic acidosis);HP:0003200(Ragged-red muscle fibers);HP:0011968(Feeding difficulties)
Rhabdoid_Tumor	MONDO:0002728	5	40	2	1	0	2	3	HP:0031459(Soft tissue neoplasm);HP:0031500(Abdominal mass)
Rheumatoid_Arthritis	MONDO:0008383	30	76	13	3	2	12	18	HP:0000939(Osteoporosis);HP:0001097(Keratoconjunctivitis sicca);HP:0001288(Gait disturbance);HP:0001324(Muscle weakness);HP:0001371(Flexion contracture);HP:0001658(Myocardial infarction);HP:0002202(Pleural effusion);HP:0003467(Atlantoaxial instability);HP:0004943(Accelerated atherosclerosis);HP:0006515(Interstitial pneumonitis);HP:0030880(Raynaud phenomenon);HP:0100532(Scleritis)
Rheumatoid_Vasculitis	MONDO:0043267	11	0	0	0	0	11	0	HP:0000979(Purpura);HP:0001824(Weight loss);HP:0001945(Fever);HP:0002633(Vasculitis);HP:0009830(Peripheral neuropathy);HP:0032018(Multiple mononeuropathy);HP:0033402(Digital ischemia);HP:0033505(Livedo reticularis);HP:0100533(Inflammatory abnormality of the eye);HP:0100758(Gangrene);HP:0200042(Skin ulcer)
Rhinovirus_Infection	MONDO:0005709	5	1	1	0	0	4	1	HP:0001742(Nasal congestion);HP:0025095(Sneeze);HP:0030828(Wheezing);HP:0031417(Rhinorrhea)
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	MONDO:0015776	9	93	8	1	0	0	9	
Rhizomelic_Chondrodysplasia_Punctata_Type_1	MONDO:0008972	8	28	5	0	2	1	7	HP:0008897(Postnatal growth retardation)
Ritscher-Schinzel_Syndrome	MONDO:0019078	17	150	8	0	2	7	10	HP:0000093(Proteinuria);HP:0001513(Obesity);HP:0001999(Abnormal facial shape);HP:0002593(Intestinal lymphangiectasia);HP:0002870(Obstructive sleep apnea);HP:0003124(Hypercholesterolemia);HP:0004313(Decreased circulating immunoglobulin concentration)
Roifman-syndrome	MONDO:0014722	5	54	0	0	3	2	3	HP:0000486(Strabismus);HP:0001999(Abnormal facial shape)
Rosacea	MONDO:0006604	9	0	0	0	0	9	0	HP:0000282(Facial edema);HP:0000414(Bulbous nose);HP:0000498(Blepharitis);HP:0001041(Facial erythema);HP:0007380(Facial telangiectasia);HP:0012724(Upper eyelid edema);HP:0030350(Erythematous papule);HP:0031284(Flushing);HP:0200039(Pustule)
Rosai-Dorfman_Disease	MONDO:0006412	15	92	10	1	0	4	11	HP:0001742(Nasal congestion);HP:0001974(Increased total leukocyte count);HP:0002176(Spinal cord compression);HP:0010651(Abnormal meningeal morphology)
Rothmund-Thomson_Syndrome	MONDO:0010002	15	177	12	2	1	0	15	
Rubella	MONDO:0004656	9	31	4	2	0	3	6	HP:0001945(Fever);HP:0002716(Lymphadenopathy);HP:0002829(Arthralgia)
Rubinstein-Taybi_Syndrome	MONDO:0019188	22	245	19	1	1	1	21	HP:0010701(Abnormal circulating immunoglobulin concentration)
Rumination_Disorder	MONDO:0001301	4	0	0	0	0	4	0	HP:0000682(Abnormal dental enamel morphology);HP:0000716(Depression);HP:0000739(Anxiety);HP:0100738(Abnormal eating behavior)
SADDAN	MONDO:0014658	10	55	8	0	0	2	8	HP:0002119(Ventriculomegaly);HP:0002324(Hydranencephaly)
SCAD_Deficiency	MONDO:0008722	10	36	9	0	1	0	10	
SCN2A-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0013388	6	11	2	0	3	1	5	HP:0011097(Epileptic spasm)
SCN8A-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0013801	7	26	3	0	1	3	4	HP:0001251(Ataxia);HP:0001266(Choreoathetosis);HP:0001332(Dystonia)
SCO1-Related_COX_Deficiency	MONDO:0033636	5	21	0	0	0	5	0	HP:0001250(Seizure);HP:0001298(Encephalopathy);HP:0001399(Hepatic failure);HP:0003128(Lactic acidosis);HP:0040075(Hypopituitarism)
SCO2-Related_Fatal_Infantile_Cardioencephalomyopathy	MONDO:0011451	3	122	3	0	0	0	3	
SECISBP2_Deficiency	MONDO:0800046	11	20	3	0	1	7	4	HP:0000027(Azoospermia);HP:0000407(Sensorineural hearing impairment);HP:0000992(Cutaneous photosensitivity);HP:0001250(Seizure);HP:0001508(Failure to thrive);HP:0003560(Muscular dystrophy);HP:0011840(Abnormal T cell physiology)
SEPSECS_Deficiency	MONDO:0013438	6	18	2	0	2	2	4	HP:0001252(Hypotonia);HP:0001321(Cerebellar hypoplasia)
SETBP1_Disorder	MONDO:0014482	11	57	5	1	3	2	9	HP:0001260(Dysarthria);HP:0011098(Speech apraxia)
SETD1B-Related_Neurodevelopmental_Disorder	MONDO:0033559	21	19	5	1	6	9	12	HP:0000365(Hearing impairment);HP:0000478(Abnormality of the eye);HP:0000718(Aggressive behavior);HP:0000752(Hyperactivity);HP:0001257(Spasticity);HP:0001270(Motor delay);HP:0002360(Sleep disturbance);HP:0002376(Developmental regression);HP:0011968(Feeding difficulties)
SHH_Holoprosencephaly_Spectrum	MONDO:0007733	11	38	8	0	1	2	9	HP:0001250(Seizure);HP:0010627(Anterior pituitary hypoplasia)
SLC13A5_Citrate_Transporter_Disorder	MONDO:0014392	11	19	7	0	2	2	9	HP:0001249(Intellectual disability);HP:0032807(Neonatal seizure)
SLC35A2-CDG	MONDO:0010478	11	105	9	1	1	0	11	
SLC45A1-Related_Neuronal_Glucose_Transporter_Deficiency	MONDO:0044322	4	14	2	1	1	0	4	
SLC6A1-Related_Disorder	MONDO:0014633	15	48	10	0	1	4	11	HP:0000733(Motor stereotypy);HP:0002014(Diarrhea);HP:0002019(Constipation);HP:0002376(Developmental regression)
SMAD6-related_Craniosynostosis	MONDO:0044315	5	3	0	2	0	3	2	HP:0001249(Intellectual disability);HP:0002516(Increased intracranial pressure);HP:0011330(Metopic synostosis)
SNAP25_Encephalopathy	MONDO:0032678	5	10	1	0	0	4	1	HP:0001249(Intellectual disability);HP:0002059(Cerebral atrophy);HP:0100022(Abnormality of movement);HP:0100704(Cerebral visual impairment)
SOX10_Neurocristopathy_Spectrum	MONDO:0013202	3	13	2	0	0	1	2	HP:0009830(Peripheral neuropathy)
STAG3-related_gametogenic_failure	MONDO:0014321	4	7	2	0	0	2	2	HP:0000027(Azoospermia);HP:0003251(Male infertility)
STAT2_Deficiency	MONDO:0014715	4	10	1	0	0	3	1	HP:0004429(Recurrent viral infections);HP:0012156(Hemophagocytosis);HP:0031697(Disseminated infection with live vaccine virus)
STAT6_Gain_of_Function_Disease	MONDO:0957807	15	15	9	1	2	3	12	HP:0002716(Lymphadenopathy);HP:0003193(Allergic rhinitis);HP:0004944(Dilatation of the cerebral artery)
STING_Associated_Vasculopathy_with_Onset_in_Infancy	MONDO:0014405	6	38	3	0	1	2	4	HP:0005764(Polyarticular arthritis);HP:0200029(Vasculitis in the skin)
STK4_Deficiency	MONDO:0013934	18	25	8	1	3	6	12	HP:0001433(Hepatosplenomegaly);HP:0003212(Increased circulating IgE concentration);HP:0005353(Recurrent herpes);HP:0005403(Decreased total T cell count);HP:0010702(Increased circulating immunoglobulin concentration);HP:0010976(Decreased total B cell count)
STRA6-related_syndromic_microphthalmia	MONDO:0011010	10	53	6	1	0	3	7	HP:0000365(Hearing impairment);HP:0012385(Camptodactyly);HP:0033725(Thin corpus callosum)
STX1B-Related_Epilepsy	MONDO:0014517	2	8	1	0	1	0	2	
STXBP1_Encephalopathy	MONDO:0012812	10	46	8	1	1	0	10	
SUFU-related_Nevoid_Basal_Cell_Carcinoma_Syndrome	MONDO:0958189	5	15	3	0	0	2	3	HP:0010603(Odontogenic keratocysts of the jaw);HP:0010618(Ovarian fibroma)
SURF1-Related_Leigh_Syndrome	MONDO:0700250	14	40	8	0	1	5	9	HP:0000998(Hypertrichosis);HP:0001298(Encephalopathy);HP:0001332(Dystonia);HP:0002363(Abnormal brainstem morphology);HP:0011968(Feeding difficulties)
SYCE1_Related_Gametogenic_Failure	MONDO:1060214	5	9	4	0	0	1	4	HP:0008209(Premature ovarian insufficiency)
SYCP3-related_spermatogenic_failure	MONDO:0010052	3	2	2	0	1	0	3	
SYN1-Related_Disorder	MONDO:0010339	2	6	2	0	0	0	2	
SYNGAP1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0012960	14	52	8	5	1	0	14	
SYT1_Baker-Gordon_Syndrome	MONDO:0033864	7	70	5	0	2	0	7	
Saethre-Chotzen_Syndrome	MONDO:0007042	7	81	6	1	0	0	7	
Sagittal_Sinus_Thrombosis	MONDO:0002695	7	0	0	0	0	7	0	HP:0001085(Papilledema);HP:0001250(Seizure);HP:0001269(Hemiparesis);HP:0001342(Cerebral hemorrhage);HP:0002315(Headache);HP:0002516(Increased intracranial pressure);HP:0007185(Loss of consciousness)
Salla_Disease	MONDO:0011449	15	17	9	0	0	6	9	HP:0000709(Psychosis);HP:0000718(Aggressive behavior);HP:0001272(Cerebellar atrophy);HP:0002079(Hypoplasia of the corpus callosum);HP:0002360(Sleep disturbance);HP:0006808(Cerebral hypomyelination)
Sandhoff_Disease	MONDO:0010006	6	89	6	0	0	0	6	
Sanfilippo_syndrome	MONDO:0018937	18	159	13	2	3	0	18	
Sarcoidosis	MONDO:0019338	40	121	32	6	0	2	38	HP:0001635(Congestive heart failure);HP:0030166(Night sweats)
Sarcoma_Of_Cervix_Uteri	MONDO:0016280	3	0	0	0	0	3	0	HP:0000853(Goiter);HP:0030079(Cervix cancer);HP:0034263(Abnormal vaginal bleeding)
Satoyoshi_Syndrome	MONDO:0010922	10	38	6	2	0	2	8	HP:0000554(Uveitis);HP:0002027(Abdominal pain)
Scabies	MONDO:0004525	2	0	0	0	0	2	0	HP:0000988(Skin rash);HP:0000989(Pruritus)
Scapuloperoneal_Spinal_Muscular_Atrophy	MONDO:0008408	10	31	2	0	3	5	5	HP:0001605(Vocal cord paralysis);HP:0002804(Arthrogryposis multiplex congenita);HP:0003445(EMG: neuropathic changes);HP:0003484(Upper limb muscle weakness);HP:0009027(Foot dorsiflexor weakness)
Scarlet_Fever	MONDO:0005952	5	3	1	0	0	4	1	HP:0001945(Fever);HP:0025289(Cervical lymphadenopathy);HP:0025439(Pharyngitis);HP:0031042(Strawberry tongue)
Schindler_Disease	MONDO:0012221	7	35	4	0	0	3	4	HP:0000618(Blindness);HP:0001284(Areflexia);HP:0034381(Central nervous system axonal spheroid)
Schinzel-Giedion_Syndrome	MONDO:0010010	4	127	3	1	0	0	4	
Schistosomiasis	MONDO:0015254	2	4	1	0	0	1	1	HP:0001903(Anemia)
Schizophrenia	MONDO:0005090	3	130	2	1	0	0	3	
Schneckenbecken_Dysplasia	MONDO:0010013	18	44	11	1	2	4	14	HP:0000474(Thickened nuchal skin fold);HP:0001591(Bell-shaped thorax);HP:0002089(Pulmonary hypoplasia);HP:0002857(Genu valgum)
Schnitzler_Syndrome	MONDO:0018304	13	21	8	1	0	4	9	HP:0001701(Pericarditis);HP:0001824(Weight loss);HP:0011227(Elevated circulating C-reactive protein concentration);HP:0020196(IgM heavy chain paraproteinemia)
Schwannoma	MONDO:0002546	5	47	5	0	0	0	5	
Schwannomatosis	MONDO:0008075	3	26	2	1	0	0	3	
Scimitar_Syndrome	MONDO:0015987	6	39	5	1	0	0	6	
Sclerosing_Cholangitis	MONDO:0018646	10	91	9	0	1	0	10	
Sclerosteosis	MONDO:0017838	10	61	8	1	1	0	10	
Scurvy	MONDO:0009412	6	0	0	0	0	6	0	HP:0000225(Gingival bleeding);HP:0000967(Petechiae);HP:0000978(Bruising susceptibility);HP:0001058(Poor wound healing);HP:0002829(Arthralgia);HP:0012378(Fatigue)
Sea-Blue_Histiocyte_Syndrome	MONDO:0010017	6	8	3	0	0	3	3	HP:0002155(Hypertriglyceridemia);HP:0002240(Hepatomegaly);HP:0002716(Lymphadenopathy)
Seborrheic_Dermatitis	MONDO:0006608	4	1	0	0	0	4	0	HP:0000989(Pruritus);HP:0001000(Abnormality of skin pigmentation);HP:0025474(Erythematous plaque);HP:0040189(Scaling skin)
Seckel_Syndrome	MONDO:0019342	9	184	6	1	0	2	7	HP:0000518(Cataract);HP:0002140(Ischemic stroke)
Secondary_Hypertension	MONDO:0001200	1	1	0	0	0	1	0	HP:0000822(Hypertension)
Segmental_Arterial_Mediolysis	MONDO:0957452	9	0	0	0	0	9	0	HP:0000822(Hypertension);HP:0001297(Stroke);HP:0002027(Abdominal pain);HP:0002617(Vascular dilatation);HP:0003418(Back pain);HP:0005294(Arterial dissection);HP:0011029(Internal hemorrhage);HP:0030157(Flank pain);HP:0031273(Shock)
Self-Limited_Epilepsy_with_Centrotemporal_Spikes	MONDO:0007295	8	22	6	0	1	1	7	HP:0001260(Dysarthria)
Semantic_Dementia	MONDO:0010857	4	26	2	0	1	1	3	HP:0010528(Prosopagnosia)
Semicircular_Canal_Dehiscence_Syndrome	MONDO:0018484	8	0	0	0	0	8	0	HP:0000405(Conductive hearing impairment);HP:0000639(Nystagmus);HP:0002141(Gait imbalance);HP:0002321(Vertigo);HP:0008629(Pulsatile tinnitus);HP:0010780(Hyperacusis);HP:0034773(Oscillopsia);HP:6000032(Autophony)
Sengers_syndrome	MONDO:0008922	7	36	4	1	0	2	5	HP:0001635(Congestive heart failure);HP:0010463(Aplasia of the ovary)
Senior-Loken_Syndrome	MONDO:0017842	12	62	12	0	0	0	12	
Sensory_Ataxic_Neuropathy_Dysarthria_Ophthalmoparesis	MONDO:0011835	10	93	9	0	1	0	10	
Severe_Combined_Immunodeficiency	MONDO:0015974	13	464	12	1	0	0	13	
Sezary_Syndrome	MONDO:0017844	4	29	4	0	0	0	4	
Shigellosis	MONDO:0019345	5	46	4	0	1	0	5	
Short-Rib_Polydactyly_Syndrome	MONDO:0015461	19	567	19	0	0	0	19	
Short_QT_Syndrome	MONDO:0000453	6	13	6	0	0	0	6	
Shprintzen-Goldberg_Syndrome	MONDO:0008426	10	81	7	0	2	1	9	HP:0001519(Disproportionate tall stature)
Sialidosis_Type_1	MONDO:0019346	20	42	16	3	0	1	19	HP:0001272(Cerebellar atrophy)
Sickle_Cell_Disease	MONDO:0011382	21	48	20	0	0	1	20	HP:0002098(Respiratory distress)
Sifrim-Hitz-Weiss_Syndrome	MONDO:0014946	15	39	6	0	7	2	13	HP:0000750(Delayed speech and language development);HP:0010646(Cervical spine instability)
Silent_Sinus_Syndrome	MONDO:0019108	8	3	1	3	0	4	4	HP:0000272(Malar flattening);HP:0000324(Facial asymmetry);HP:0006784(Paranasal sinus hypoplasia);HP:0034494(Opacified paranasal sinuses)
Silicosis	MONDO:0005960	9	0	0	0	0	9	0	HP:0002091(Restrictive ventilatory defect);HP:0002093(Respiratory insufficiency);HP:0002094(Dyspnea);HP:0002206(Pulmonary fibrosis);HP:0003493(Antinuclear antibody positivity);HP:0006536(Airway obstruction);HP:0012735(Cough);HP:0032262(Pulmonary tuberculosis);HP:0100526(Neoplasm of the lung)
Silver_Russell_Syndrome	MONDO:0008394	11	145	10	0	0	1	10	HP:0007018(Attention deficit hyperactivity disorder)
Sinoatrial_Block	MONDO:0020806	7	0	0	0	0	7	0	HP:0001279(Syncope);HP:0001662(Bradycardia);HP:0001962(Palpitations);HP:0002321(Vertigo);HP:0003546(Exercise intolerance);HP:0012378(Fatigue);HP:0031972(Presyncope)
Sitosterolemia	MONDO:0008863	12	31	12	0	0	0	12	
Sjogren-Larsson_Syndrome	MONDO:0010031	11	45	8	0	0	3	8	HP:0000989(Pruritus);HP:0001622(Premature birth);HP:0002352(Leukoencephalopathy)
Sjogrens_Syndrome	MONDO:0010030	30	91	25	4	0	1	29	HP:0000670(Carious teeth)
Skin_Fragility_Woolly_Hair_Syndrome	MONDO:0011882	3	0	0	0	0	3	0	HP:0000982(Palmoplantar keratoderma);HP:0002224(Woolly hair);HP:0007585(Skin fragility with non-scarring blistering)
Sly_syndrome	MONDO:0009662	8	79	7	1	0	0	8	
Small_Cell_Lung_Cancer	MONDO:0008433	2	1	0	0	1	1	1	HP:0004375(Neoplasm of the nervous system)
Small_Intestinal_Bacterial_Overgrowth	MONDO:0400000	8	0	0	0	0	8	0	HP:0001824(Weight loss);HP:0002014(Diarrhea);HP:0002024(Malabsorption);HP:0002027(Abdominal pain);HP:0002570(Steatorrhea);HP:0003270(Abdominal distention);HP:0004395(Malnutrition);HP:0100502(Decreased circulating vitamin B12 concentration)
Small_Intestine_Cancer	MONDO:0000956	8	0	0	0	0	8	0	HP:0001824(Weight loss);HP:0001891(Iron deficiency anemia);HP:0002014(Diarrhea);HP:0002027(Abdominal pain);HP:0002239(Gastrointestinal hemorrhage);HP:0005214(Intestinal obstruction);HP:0031284(Flushing);HP:0100833(Neoplasm of the small intestine)
Smith-Lemli-Opitz_syndrome	MONDO:0010035	8	178	5	1	2	0	8	
Smith-Magenis_Syndrome	MONDO:0008434	29	132	23	5	1	0	29	
Snakebite_Envenoming	MONDO:0018669	4	34	4	0	0	0	4	
Sneddon_syndrome	MONDO:0008436	3	66	2	0	0	1	2	HP:0001873(Thrombocytopenia)
Snijders_Blok-Campeau_Syndrome	MONDO:0032600	21	44	13	0	4	4	17	HP:0000219(Thin upper lip vermilion);HP:0000307(Pointed chin);HP:0000668(Hypodontia);HP:0007021(Pain insensitivity)
Social_Anxiety_Disorder	MONDO:0001247	8	0	0	0	0	8	0	HP:0000716(Depression);HP:0000739(Anxiety);HP:0001962(Palpitations);HP:0002094(Dyspnea);HP:0002321(Vertigo);HP:0031589(Suicidal ideation);HP:0100852(Abnormal fear-induced behavior);HP:6000029(Social anxiety)
